Year,T
2010,24.41
2010,24.26
2010,24.58
2010,25.36
2010,25.82
2010,25.65
2010,27.1
2010,27.13
2010,21.33
2010,16.13
2010,16.3
2010,20.62
2010,24.11
2010,17.28
2010,13.78
2010,13.91
2010,10.64
2010,10.75
2010,12.75
2010,15.55
2010,18.4
2010,20.01
2010,21.09
2010,21.6
2010,13.31
2010,10.81
2010,13.91
2010,12.66
2010,16.01
2010,11.29
2010,11.52
2010,16.51
2010,20.78
2010,22.39
2010,22.54
2010,22.86
2010,21.15
2010,7.41
2010,7.13
2010,13.64
2010,20.87
2010,9.77
2010,8.43
2010,12.1
2010,15.92
2010,18.11
2010,9.81
2010,6.34
2010,9.09
2010,7.99
2010,8.33
2010,14.67
2010,16.65
2010,6.87
2010,5.58
2010,11.87
2010,17.2
2010,15.32
2010,11.33
2010,8.22
2010,9.44
2010,17.29
2010,19.91
2010,17.99
2010,13.99
2010,13.59
2010,5.06
2010,2.2
2010,5.21
2010,12.92
2010,15.3
2010,18.92
2010,17.38
2011,9.72
2011,5.79
2011,7.63
2011,12.84
2011,14.38
2011,9.55
2011,11.26
2011,9.78
2011,6.05
2011,4.36
2011,1.19
2011,0.45
2011,1.67
2011,6.16
2011,10.4
2011,13.01
2011,9.99
2011,11.42
2011,9.47
2011,8.21
2011,1.42
2011,4.92
2011,10.07
2011,8.96
2011,7.48
2011,7.18
2011,9.24
2011,10.73
2011,14.36
2011,16.96
2011,16.96
2011,6.27
2011,-3.18
2011,-1.59
2011,-1.54
2011,3.02
2011,9.34
2011,5.73
2011,6.08
2011,2.52
2011,-1.66
2011,2.16
2011,6.26
2011,8.96
2011,13.87
2011,15.71
2011,15.62
2011,17.66
2011,17.54
2011,16.91
2011,17.8
2011,19.34
2011,18.06
2011,19.24
2011,19.49
2011,14.93
2011,17.6
2011,21.24
2011,17.85
2011,14.54
2011,14.7
2011,16.41
2011,18.88
2011,13.71
2011,10.24
2011,14.34
2011,19.7
2011,15.96
2011,11.51
2011,13.67
2011,17.72
2011,19.1
2011,16.73
2011,13.79
2011,17.95
2011,20.42
2011,21.03
2011,20.2
2011,20.47
2011,20.78
2011,21.32
2011,23.19
2011,21.16
2011,22.3
2011,24.09
2011,24
2011,19.24
2011,20.75
2011,15.48
2011,17.42
2011,21.35
2011,23.73
2011,24.15
2011,21.23
2011,15.2
2011,18.98
2011,22.62
2011,24.81
2011,24.94
2011,25.43
2011,23.94
2011,20.73
2011,20.94
2011,24.7
